Cobertura;name;Punto_ID;Nombre;Municipio;Departamento;Latitud;Longitud;Elevación;Fecha replica 1;Fecha replica 2;Forest OK
Bosque;Mature_forest;PP14;;;Magdalena;4.68012;-74.38758;2075;;;
Bosque;Mature_forest;PP15;;;Magdalena;4.68132;-74.3886;2079;;;
Bosque;Mature_forest;PP16;;;Magdalena;4.68101;-74.38747;2092;;;
Bosque;Mature_forest;PP17;;;Magdalena;4.68177;-74.38972;2085;;;
Bosque;Mature_forest;PP18;;;Magdalena;4.68232;-74.3894;2063;;;
Bosque;Mature_forest;PP19;;;Magdalena;4.68263;-74.38949;2051;;;
Bosque;Forest_fragment/Riparian_strip;PP2;;;Magdalena;4.68644;-74.38792;2003;;;
Bosque;Mature_forest;PP20;;;Magdalena;4.68342;-74.38976;2024;;;
Bosque;Forest_fragment/Riparian_strip;PP3;;;Magdalena;4.68597;-74.38917;2003;;;
Bosque;Forest_fragment/Riparian_strip;PP4;;;Magdalena;4.68533;-74.38987;2007;;;
Bosque;Mature_forest;PP5;;;Magdalena;4.68438;-74.39039;2007;;;
Bosque;Mature_forest;PP6;;;Magdalena;4.68503;-74.39056;2009;;;
Bosque;Mature_forest;PP7;;;Magdalena;4.6837;-74.39021;2021;;;
Bosque;Mature_forest;PP8;;;Magdalena;4.68306;-74.38995;2041;;;
Bosque;Mature_forest;PP9;;;Magdalena;4.68267;-74.39024;2061;;;
Café;Shade_coffee;R013;;;Magdalena;6.86293;-73.04968;1634;;;
Café;Shade_coffee;R020;;;Magdalena;6.86775;-73.04972;1631;;;
Café;Shade_coffee;R08;;;Magdalena;6.86532;-73.05018;1630;;;
Café;Shade_coffee;R09;;;Magdalena;6.86549;-73.0487;1628;;;
Café;Shade_coffee;RO1;;;Magdalena;6.86544;-73.0481;1629;;;
Café;Shade_coffee;RO10;;;Magdalena;6.86627;-73.04872;1629;;;
Café;Shade_coffee;RO11;;;Magdalena;6.86556;-73.04734;1627;;;
Café;Shade_coffee;RO12;;;Magdalena;6.8636;-73.04906;1625;;;
Café;Shade_coffee;RO14;;;Magdalena;6.86151;-73.04919;1634;;;
Café;Shade_coffee;RO15;;;Magdalena;6.8606;-73.04882;1636;;;
Café;Shade_coffee;RO16;;;Magdalena;6.859;-73.0484;1630;;;
Café;Shade_coffee;RO17;;;Magdalena;6.86545;-73.04756;1626;;;
Café;Shade_coffee;RO18;;;Magdalena;6.86693;-73.04748;1627;;;
Café;Shade_coffee;RO19;;;Magdalena;6.86743;-73.04803;1627;;;
Café;Shade_coffee;RO2;;;Magdalena;6.86675;-73.04784;1629;;;
Café;Shade_coffee;RO21;;;Magdalena;6.8687;-73.04559;1629;;;
Café;Shade_coffee;RO22;;;Magdalena;6.8685;-73.05059;1630;;;
Café;Shade_coffee;RO23;;;Magdalena;6.86777;-73.05135;1632;;;
Café;Shade_coffee;RO24;;;Magdalena;6.86802;-73.05261;1629;;;
Café;Shade_coffee;RO25;;;Magdalena;6.86859;-73.05321;1625;;;
Café;Shade_coffee;RO26;;;Magdalena;6.86916;-73.05381;1620;;;
Café;Shade_coffee;RO26;;;Magdalena;6.86973;-73.05441;1620;;;
Café;Shade_coffee;RO3;;;Magdalena;6.86854;-73.05334;1626;;;
Café;Shade_coffee;RO4;;;Magdalena;6.86696;-73.05299;1639;;;
Café;Shade_coffee;RO5;;;Magdalena;6.86823;-73.05426;1634;;;
Café;Shade_coffee;RO6;;;Magdalena;6.86956;-73.0547;1628;;;
Café;Shade_coffee;RO7;;;Magdalena;6.86627;-73.05207;1638;;;
Cerca viva;Live_Fence/Pasture;STM1;;;Magdalena;2.94681;-75.58235;1303;;;
Café;Shade_coffee;STM10;;;Magdalena;2.955922;-75.580435;1420;;;
Cerca viva;Live_Fence/Pasture;STM11;;;Magdalena;2.954448;-75.578264;1482;;;
Cerca viva;Live_Fence/Pasture;STM12;;;Magdalena;2.953931;-75.57677;1437;;;
Vegetación secundaria;Secondary_Growth;STM13;;;Magdalena;2.95486;-75.575651;1391;;;
Vegetación secundaria;Secondary_Growth;STM14;;;Magdalena;2.937067;-75.585697;1387;;;
Vegetación secundaria;Secondary_Growth;STM15;;;Magdalena;2.93613;-75.585486;1380;;;
Cerca viva;Live_Fence/Pasture;STM2;;;Magdalena;2.94736;-75.58398;1311;;;
Bosque;Forest_fragment/Riparian_strip;STM3;;;Magdalena;2.94859;-75.5847;1320;;;
Café;Sun_coffee;STM4;;;Magdalena;2.94864;-75.58295;1331;;;
Cerca viva;Live_Fence/Pasture;STM5;;;Magdalena;2.948787;-75.581771;1327;;;
Café;Shade_coffee;STM7;;;Magdalena;2.95251;-75.582277;1368;;;
Bosque;Forest_fragment/Riparian_strip;STM8;;;Magdalena;2.95291;-75.58078;1378;;;
Café;Sun_coffee;STM9;;;Magdalena;2.953988;-75.580188;1420;;;
Bosque;Mature_forest;SU1;;;Magdalena;6.17039;-73.42262;1760;;;
Bosque;Mature_forest;SU10;;;Magdalena;6.16744;-73.41828;1848;;;
Bosque;Mature_forest;SU11;;;Magdalena;6.16711;-73.41765;1858;;;
Bosque;Mature_forest;SU12;;;Magdalena;6.16742;-73.41685;1866;;;
Bosque;Mature_forest;SU13;;;Magdalena;6.1674;-73.41605;1876;;;
Bosque;Mature_forest;SU14;;;Magdalena;6.16756;-73.41529;1883;;;
Bosque;Mature_forest;SU15;;;Magdalena;6.1674;-73.4145;1895;;;
Bosque;Mature_forest;SU16;;;Magdalena;6.16725;-73.41391;1902;;;
Bosque;Mature_forest;SU17;;;Magdalena;6.16723;-73.41284;1913;;;
Bosque;Mature_forest;SU18;;;Magdalena;6.16743;-73.41325;1910;;;
Bosque;Mature_forest;SU19;;;Magdalena;6.16694;-73.41219;1916;;;
Bosque;Mature_forest;SU2;;;Magdalena;6.16983;-73.42209;1770;;;
Bosque;Mature_forest;SU20;;;Magdalena;6.16744;-73.41177;1925;;;
Bosque;Mature_forest;SU21;;;Magdalena;6.1673;-73.41114;1930;;;
Bosque;Mature_forest;SU22;;;Magdalena;6.1675;-73.41042;1939;;;
Bosque;Mature_forest;SU23;;;Magdalena;6.16758;-73.4099;1942;;;
Bosque;Mature_forest;SU24;;;Magdalena;6.16731;-73.40927;1946;;;
Bosque;Mature_forest;SU25;;;Magdalena;6.16829;-73.41018;1932;;;
Bosque;Mature_forest;SU26;;;Magdalena;6.16883;-73.41029;1923;;;
Bosque;Mature_forest;SU27;;;Magdalena;6.16936;-73.41039;1913;;;
Bosque;Mature_forest;SU28;;;Magdalena;6.1702;-73.41094;1900;;;
Bosque;Mature_forest;SU29;;;Magdalena;6.17077;-73.41111;1891;;;
Bosque;Mature_forest;SU3;;;Magdalena;6.16936;-73.42175;1778;;;
Bosque;Mature_forest;SU30;;;Magdalena;6.17157;-73.41148;1880;;;
Bosque;Mature_forest;SU31;;;Magdalena;6.1718;-73.41187;1877;;;
Bosque;Mature_forest;SU32;;;Magdalena;6.17156;-73.41244;1874;;;
Bosque;Mature_forest;SU33;;;Magdalena;6.17101;-73.41304;1870;;;
Bosque;Mature_forest;SU34;;;Magdalena;6.17109;-73.41366;1863;;;
Bosque;Mature_forest;SU35;;;Magdalena;6.17141;-73.4142;1853;;;
Bosque;Mature_forest;SU36;;;Magdalena;6.17159;-73.41475;1845;;;
Bosque;Mature_forest;SU37;;;Magdalena;6.17154;-73.41573;1835;;;
Bosque;Mature_forest;SU38;;;Magdalena;6.1719;-73.41653;1823;;;
Bosque;Mature_forest;SU39;;;Magdalena;6.17196;-73.4171;1817;;;
Bosque;Mature_forest;SU4;;;Magdalena;6.16888;-73.42127;1790;;;
Bosque;Mature_forest;SU40;;;Magdalena;6.17201;-73.41794;1809;;;
Vegetación secundaria;Secondary_Growth;SU41;;;Magdalena;6.16936;-73.43473;1640;;;
Vegetación secundaria;Secondary_Growth;SU42;;;Magdalena;6.16888;-73.43488;1641;;;
Vegetación secundaria;Secondary_Growth;SU43;;;Magdalena;6.16736;-73.43676;1636;;;
Vegetación secundaria;Secondary_Growth;SU44;;;Magdalena;6.16784;-73.43723;1629;;;
Vegetación secundaria;Secondary_Growth;SU45;;;Magdalena;6.16795;-73.43774;1625;;;
Vegetación secundaria;Secondary_Growth;SU46;;;Magdalena;6.16816;-73.43828;1618;;;
Vegetación secundaria;Secondary_Growth;SU47;;;Magdalena;6.1672;-73.43859;1621;;;
Vegetación secundaria;Secondary_Growth;SU48;;;Magdalena;6.16686;-73.43784;1629;;;
Bosque;Mature_forest;SU49;;;Magdalena;6.16643;-73.43713;1635;;;
Bosque;Mature_forest;SU5;;;Magdalena;6.16846;-73.42082;1800;;;
Vegetación secundaria;Secondary_Growth;SU50;;;Magdalena;6.16619;-73.43642;1640;;;
Vegetación secundaria;Secondary_Growth;SU51;;;Magdalena;6.16645;-73.43214;1683;;;
Vegetación secundaria;Secondary_Growth;SU52;;;Magdalena;6.16531;-73.43134;1693;;;
Bosque;Mature_forest;SU53;;;Magdalena;6.16501;-73.42992;1713;;;
Bosque;Mature_forest;SU54;;;Magdalena;6.16506;-73.42917;1724;;;
Bosque;Mature_forest;SU55;;;Magdalena;6.16545;-73.42912;1725;;;
Bosque;Mature_forest;SU56;;;Magdalena;6.16598;-73.42923;1724;;;
Vegetación secundaria;Secondary_Growth;SU58;;;Magdalena;6.16711;-73.42913;1719;;;
Bosque;Mature_forest;SU59;;;Magdalena;6.16651;-73.42928;1721;;;
Bosque;Mature_forest;SU6;;;Magdalena;6.16798;-73.42078;1805;;;
Bosque;Mature_forest;SU60;;;Magdalena;6.16813;-73.42958;1704;;;
Vegetación secundaria;Secondary_Growth;SU61;;;Magdalena;6.16748;-73.42947;1714;;;
Bosque;Mature_forest;SU62;;;Magdalena;6.16744;-73.42891;1718;;;
Bosque;Mature_forest;SU63;;;Magdalena;6.16793;-73.42914;1712;;;
Bosque;Mature_forest;SU64;;;Magdalena;6.16636;-73.42847;1727;;;
Bosque;Mature_forest;SU65;;;Magdalena;6.16706;-73.4286;1722;;;
Bosque;Mature_forest;SU66;;;Magdalena;6.16544;-73.42821;1731;;;
Vegetación secundaria;Secondary_Growth;SU67;;;Magdalena;6.16593;-73.42824;1730;;;
Bosque;Mature_forest;SU68;;;Magdalena;6.16515;-73.42706;1738;;;
Bosque;Mature_forest;SU69;;;Magdalena;6.1648;-73.42979;1736;;;
Bosque;Mature_forest;SU7;;;Magdalena;6.16748;-73.42028;1814;;;
Bosque;Mature_forest;SU70;;;Magdalena;6.16603;-73.42588;1742;;;
Bosque;Mature_forest;SU71;;;Magdalena;6.16569;-73.42659;1738;;;
Bosque;Mature_forest;SU72;;;Magdalena;6.17283;-73.42661;1702;;;
Bosque;Mature_forest;SU73;;;Magdalena;6.17336;-73.42674;1696;;;
Bosque;Mature_forest;SU74;;;Magdalena;6.17279;-73.42724;1693;;;
Bosque;Mature_forest;SU75;;;Magdalena;6.1727;-73.4261;1711;;;
Bosque;Mature_forest;SU76;;;Magdalena;6.17319;-73.42769;1682;;;
Bosque;Mature_forest;SU77;;;Magdalena;6.17254;-73.42547;1718;;;
Bosque;Mature_forest;SU78;;;Magdalena;6.17191;-73.4257;1722;;;
Bosque;Mature_forest;SU79;;;Magdalena;6.17235;-73.42479;1723;;;
Bosque;Mature_forest;SU8;;;Magdalena;6.16737;-73.41965;1823;;;
Bosque;Mature_forest;SU80;;;Magdalena;6.17168;-73.42527;1727;;;
Bosque;Mature_forest;SU81;;;Magdalena;6.17206;-73.42443;1728;;;
Bosque;Mature_forest;SU82;;;Magdalena;6.17144;-73.42477;1732;;;
Bosque;Mature_forest;SU83;;;Magdalena;6.17151;-73.42395;1736;;;
Bosque;Mature_forest;SU84;;;Magdalena;6.17289;-73.42344;1728;;;
Bosque;Mature_forest;SU85;;;Magdalena;6.17242;-73.42403;1727;;;
Bosque;Mature_forest;SU86;;;Magdalena;6.17381;-73.42296;1729;;;
Bosque;Mature_forest;SU87;;;Magdalena;6.17331;-73.42319;1730;;;
Bosque;Mature_forest;SU88;;;Magdalena;6.17463;-73.42258;1729;;;
Bosque;Mature_forest;SU89;;;Magdalena;6.17404;-73.4234;1725;;;
Bosque;Mature_forest;SU9;;;Magdalena;6.16734;-73.41842;1846;;;
Bosque;Mature_forest;SU90;;;Magdalena;6.17496;-73.42218;1729;;;
Bosque;Mature_forest;SU91;;;Magdalena;6.17443;-73.42381;1719;;;
Bosque;Mature_forest;SU92;;;Magdalena;6.17508;-73.42152;1735;;;
Bosque;Mature_forest;SU93;;;Magdalena;6.17448;-73.42422;1715;;;
Bosque;Mature_forest;SU94;;;Magdalena;6.17501;-73.4208;1743;;;
Bosque;Mature_forest;SU95;;;Magdalena;6.1745;-73.4248;1710;;;
Bosque;Mature_forest;SU97;;;Magdalena;6.17462;-73.42518;1704;;;
Café;Shade_coffee;VIE1;;;Magdalena;4.36466;-74.51742;1345;;;
Bosque;Mature_forest;VIE10;;;Magdalena;4.36647;-74.51501;1346;;;
Bosque;Mature_forest;VIE11;;;Magdalena;4.36571;-74.51532;1354;;;
Bosque;Mature_forest;VIE12;;;Magdalena;4.36592;-74.51472;1370;;;
Bosque;Mature_forest;VIE13;;;Magdalena;4.36611;-74.51432;1385;;;
Bosque;Mature_forest;VIE14;;;Magdalena;4.36621;-74.51385;1412;;;
Bosque;Mature_forest;VIE15;;;Magdalena;4.36683;-74.51361;1408;;;
Bosque;Mature_forest;VIE16;;;Magdalena;4.36731;-74.51391;1372;;;
Bosque;Mature_forest;VIE17;;;Magdalena;4.36628;-74.51385;1410;;;
Bosque;Mature_forest;VIE18;;;Magdalena;4.36564;-74.51447;1390;;;
Bosque;Mature_forest;VIE19;;;Magdalena;4.36496;-74.51508;1379;;;
Café;Shade_coffee;VIE2;;;Magdalena;4.36508;-74.51785;1333;;;
Bosque;Mature_forest;VIE20;;;Magdalena;4.36861;-74.51645;1249;;;
Bosque;Mature_forest;VIE21;;;Magdalena;4.36888;-74.51605;1247;;;
Bosque;Mature_forest;VIE22;;;Magdalena;4.36923;-74.51602;1239;;;
Bosque;Mature_forest;VIE23;;;Magdalena;4.36915;-74.5154;1253;;;
Bosque;Mature_forest;VIE24;;;Magdalena;4.36882;-74.51517;1270;;;
Bosque;Mature_forest;VIE25;;;Magdalena;4.36907;-74.51469;1276;;;
Bosque;Mature_forest;VIE26;;;Magdalena;4.36872;-74.51434;1303;;;
Bosque;Mature_forest;VIE27;;;Magdalena;4.36949;-74.51373;1290;;;
Bosque;Mature_forest;VIE28;;;Magdalena;4.36914;-74.51332;1322;;;
Bosque;Mature_forest;VIE29;;;Magdalena;4.36872;-74.51302;1350;;;
Bosque;Mature_forest;VIE3;;;Magdalena;4.36568;-74.51715;1327;;;
Bosque;Mature_forest;VIE30;;;Magdalena;4.36852;-74.51243;1380;;;
Bosque;Mature_forest;VIE31;;;Magdalena;4.36921;-74.51186;1390;;;
Bosque;Mature_forest;VIE32;;;Magdalena;4.36987;-74.5116;1389;;;
Bosque;Mature_forest;VIE33;;;Magdalena;4.37046;-74.51134;1395;;;
Bosque;Mature_forest;VIE34;;;Magdalena;4.3712;-74.51138;1379;;;
Bosque;Mature_forest;VIE35;;;Magdalena;4.37165;-74.51196;1329;;;
Bosque;Mature_forest;VIE36;;;Magdalena;4.37122;-74.51278;1289;;;
Bosque;Mature_forest;VIE37;;;Magdalena;4.37097;-74.51362;1251;;;
Bosque;Mature_forest;VIE38;;;Magdalena;4.37075;-74.51424;1227;;;
Café;Shade_coffee;VIE39;;;Magdalena;4.36227;-74.51891;1354;;;
Bosque;Mature_forest;VIE4;;;Magdalena;4.36594;-74.51663;1324;;;
Café;Shade_coffee;VIE40;;;Magdalena;4.3629;-74.51883;1368;;;
Café;Shade_coffee;VIE41;;;Magdalena;4.36342;-74.51862;1367;;;
Café;Shade_coffee;VIE42;;;Magdalena;4.36358;-74.5191;1378;;;
Café;Shade_coffee;VIE43;;;Magdalena;4.36321;-74.516987;1360;;;
Café;Shade_coffee;VIE44;;;Magdalena;4.36255;-74.51741;1349;;;
Café;Shade_coffee;VIE45;;;Magdalena;4.36216;-74.5178;1342;;;
Café;Shade_coffee;VIE46;;;Magdalena;4.36156;-74.51797;1333;;;
Café;Shade_coffee;VIE47;;;Magdalena;4.36096;-74.51746;1319;;;
Café;Shade_coffee;VIE48;;;Magdalena;4.36035;-74.51754;1305;;;
Café;Shade_coffee;VIE49;;;Magdalena;4.35988;-74.51774;1294;;;
Bosque;Mature_forest;VIE5;;;Magdalena;4.36628;-74.51622;1320;;;
Café;Shade_coffee;VIE50;;;Magdalena;4.35955;-74.51736;1290;;;
Café;Shade_coffee;VIE51;;;Magdalena;4.36493;-74.51785;1336;;;
Café;Shade_coffee;VIE52;;;Magdalena;4.36554;-74.51788;1325;;;
Café;Shade_coffee;VIE53;;;Magdalena;4.36626;-74.51758;1310;;;
Café;Shade_coffee;VIE54;;;Magdalena;4.36688;-74.51744;1293;;;
Café;Shade_coffee;VIE55;;;Magdalena;4.36604;-74.51731;1317;;;
Bosque;Mature_forest;VIE56;;;Magdalena;4.36623;-74.51707;1312;;;
Bosque;Mature_forest;VIE57;;;Magdalena;4.36582;-74.51704;1324;;;
Bosque;Mature_forest;VIE58;;;Magdalena;4.36627;-74.51649;1316;;;
Bosque;Mature_forest;VIE59;;;Magdalena;4.36582;-74.51621;1324;;;
Bosque;Mature_forest;VIE6;;;Magdalena;4.36658;-74.51674;1304;;;
Bosque;Mature_forest;VIE60;;;Magdalena;4.36567;-74.51575;1344;;;
Bosque;Mature_forest;VIE61;;;Magdalena;4.36526;-74.51569;1354;;;
Bosque;Mature_forest;VIE62;;;Magdalena;4.36585;-74.51521;1354;;;
Bosque;Mature_forest;VIE63;;;Magdalena;4.36607;-74.51458;1373;;;
Bosque;Mature_forest;VIE64;;;Magdalena;4.36627;-74.51413;1390;;;
Bosque;Mature_forest;VIE65;;;Magdalena;4.36649;-74.51372;1413;;;
Bosque;Mature_forest;VIE66;;;Magdalena;4.36704;-74.51351;1406;;;
Bosque;Mature_forest;VIE67;;;Magdalena;4.36739;-74.51398;1365;;;
Bosque;Mature_forest;VIE68;;;Magdalena;4.36781;-74.51428;1337;;;
Bosque;Mature_forest;VIE69;;;Magdalena;4.36773;-74.51362;1369;;;
Bosque;Mature_forest;VIE7;;;Magdalena;4.36586;-74.51624;1331;;;
Bosque;Mature_forest;VIE70;;;Magdalena;4.3683;-74.5134;1356;;;
Bosque;Mature_forest;VIE71;;;Magdalena;4.36888;-74.51605;1247;;;
Bosque;Mature_forest;VIE72;;;Magdalena;4.36869;-74.51645;1247;;;
Bosque;Mature_forest;VIE73;;;Magdalena;4.36882;-74.51517;1269;;;
Bosque;Mature_forest;VIE74;;;Magdalena;4.36915;-74.51549;1251;;;
Bosque;Mature_forest;VIE75;;;Magdalena;4.36842;-74.51459;1303;;;
Bosque;Mature_forest;VIE76;;;Magdalena;4.36877;-74.51473;1285;;;
Bosque;Mature_forest;VIE77;;;Magdalena;4.3682;-74.51375;1346;;;
Bosque;Mature_forest;VIE78;;;Magdalena;4.36846;-74.51402;1327;;;
Bosque;Mature_forest;VIE79;;;Magdalena;4.36865;-74.51251;1372;;;
Bosque;Mature_forest;VIE8;;;Magdalena;4.36575;-74.51581;1342;;;
Bosque;Mature_forest;VIE80;;;Magdalena;4.36866;-74.51276;1361;;;
Bosque;Mature_forest;VIE81;;;Magdalena;4.36957;-74.51189;1377;;;
Bosque;Mature_forest;VIE82;;;Magdalena;4.36908;-74.51209;1378;;;
Bosque;Mature_forest;VIE83;;;Magdalena;4.37062;-74.51194;1348;;;
Bosque;Mature_forest;VIE84;;;Magdalena;4.37034;-74.51173;1369;;;
Bosque;Mature_forest;VIE85;;;Magdalena;4.37172;-74.51172;1343;;;
Bosque;Mature_forest;VIE86;;;Magdalena;4.37133;-74.51155;1363;;;
Vegetación secundaria;Secondary_Growth;VIE87;;;Magdalena;4.37209;-74.51243;1288;;;
Bosque;Mature_forest;VIE88;;;Magdalena;4.3718;-74.51236;1302;;;
Vegetación secundaria;Secondary_Growth;VIE89;;;Magdalena;4.372645;-74.512449;1266;;;
Bosque;Mature_forest;VIE9;;;Magdalena;4.36624;-74.51556;1335;;;
Vegetación secundaria;Secondary_Growth;VIE90;;;Magdalena;4.37238;-74.51254;1271;;;
Vegetación secundaria;Secondary_Growth;VIE91;;;Magdalena;4.37102;-74.51337;1262;;;
Vegetación secundaria;Secondary_Growth;VIE92;;;Magdalena;4.37161;-74.51286;1278;;;
Vegetación secundaria;Secondary_Growth;VIE93;;;Magdalena;4.37049;-74.51431;1230;;;
Vegetación secundaria;Secondary_Growth;VIE94;;;Magdalena;4.37077;-74.51382;1243;;;
Café;Shade_coffee;VIE95;;;Magdalena;4.36843;-74.516906;1251;;;
Café;Shade_coffee;VIE96;;;Magdalena;4.36687;-74.5201;1286;;;
Vegetación secundaria;Secondary_Growth;VIE97;;;Magdalena;4.36527;-74.51859;1327;;;
Bosque;Mature_forest;VIE98;;;Magdalena;4.36514;-74.51831;1330;;;
Vegetación secundaria;Secondary_Growth;VIR1;;;Magdalena;1.88732;-76.26665;1718;;;
Vegetación secundaria;Secondary_Growth;VIR10;;;Magdalena;1.88606;-76.26353;1659;;;
Cerca viva;Live_Fence/Pasture;VIR11;;;Magdalena;1.88642;-76.26254;1694;;;
Café;Sun_coffee;VIR12;;;Magdalena;1.8853;-76.2703;1716;;;
Cerca viva;Live_Fence/Pasture;VIR13;;;Magdalena;1.889338;-76.265241;1627;;;
Cerca viva;Live_Fence/Pasture;VIR14;;;Magdalena;1.8862;-76.27122;1695;;;
Cerca viva;Live_Fence/Pasture;VIR15;;;Magdalena;1.88877;-76.264147;1706;;;
Cerca viva;Live_Fence/Pasture;VIR16;;;Magdalena;1.88703;-76.27178;1702;;;
Café;Shade_coffee;VIR17;;;Magdalena;1.884812;-76.263045;1651;;;
Cerca viva;Live_Fence/Pasture;VIR18;;;Magdalena;1.88902;-76.27155;1711;;;
Vegetación secundaria;Secondary_Growth;VIR19;;;Magdalena;1.887639;-76.263429;1817;;;
Vegetación secundaria;Secondary_Growth;VIR2;;;Magdalena;1.88782;-76.26617;1714;;;
Cerca viva;Live_Fence/Pasture;VIR20;;;Magdalena;1.89041;-76.27147;1717;;;
Café;Sun_coffee;VIR21;;;Magdalena;1.890504;-76.264081;1672;;;
Cerca viva;Live_Fence/Pasture;VIR22;;;Magdalena;1.89236;-76.27239;1718;;;
Café;Shade_coffee;VIR23;;;Magdalena;1.888561;-76.26543;1453;;;
Cerca viva;Live_Fence/Pasture;VIR24;;;Magdalena;1.89002;-76.27071;1725;;;
Café;Sun_coffee;VIR25;;;Magdalena;1.889268;-76.261864;1768;;;
Cerca viva;Live_Fence/Pasture;VIR26;;;Magdalena;1.88973;-76.26944;1718;;;
Bosque;Mature_forest;VIR3;;;Magdalena;1.88853;-76.26604;1705;;;
Vegetación secundaria;Secondary_Growth;VIR4;;;Magdalena;1.8893;-76.26592;1703;;;
Café;Shade_coffee;VIR5;;;Magdalena;1.8861;-76.26743;1718;;;
Cerca viva;Live_Fence/Pasture;VIR6;;;Magdalena;1.8855;-76.26907;1730;;;
Café;Shade_coffee;VIR7;;;Magdalena;1.88712;-76.26448;1719;;;
Café;Shade_coffee;VIR8;;;Magdalena;1.88737;-76.26378;1713;;;
Café;Shade_coffee;VIR9;;;Magdalena;1.88625;-76.26422;1705;;;
Café;Shade_coffee;VLC1;;;Magdalena;2.93461;-75.58662;1428;;;
Café;Shade_coffee;VLC10;;;Magdalena;2.92929;-75.58485;1540;;;
Bosque;Mature_forest;VLC12;;;Magdalena;2.92981;-75.58362;1544;;;
Bosque;Mature_forest;VLC14;;;Magdalena;2.92981;-75.58362;1544;;;
Bosque;Mature_forest;VLC16;;;Magdalena;2.92981;-75.58362;1544;;;
Café;Shade_coffee;VLC18;;;Magdalena;2.9306;-75.58364;1529;;;
Café;Sun_coffee;VLC2;;;Magdalena;2.93347;-75.58722;1428;;;
Café;Sun_coffee;VLC20;;;Magdalena;2.93204;-75.58487;1522;;;
Cerca viva;Live_Fence/Pasture;VLC21;;;Magdalena;2.93375;-75.58624;1456;;;
Cerca viva;Live_Fence/Pasture;VLC22;;;Magdalena;2.93511;-75.58635;1416;;;
Café;Shade_coffee;VLC3;;;Magdalena;2.93239;-75.59675;1432;;;
Bosque;Forest_fragment/Riparian_strip;VLC4;;;Magdalena;2.931;-75.58656;1449;;;
Vegetación secundaria;Secondary_Growth;VLC5;;;Magdalena;2.93031;-75.58666;1473;;;
Café;Shade_coffee;VLC6;;;Magdalena;2.92888;-75.58708;1496;;;
Bosque;Forest_edge;VLC8;;;Magdalena;2.92852;-75.58606;1516;;;
Bosque;Mature_forest;VM1;;;Magdalena;6.93247;-73.06367;1579;;;
Bosque;Mature_forest;VM10;;;Magdalena;6.93173;-73.06318;1584;;;
Bosque;Mature_forest;VM11;;;Magdalena;6.93269;-73.06398;1578;;;
Bosque;Mature_forest;VM12;;;Magdalena;6.93191;-73.06438;1563;;;
Bosque;Mature_forest;VM13;;;Magdalena;6.93146;-73.06431;1562;;;
Bosque;Mature_forest;VM14;;;Magdalena;6.93165;-73.06478;1543;;;
Bosque;Mature_forest;VM15;;;Magdalena;6.93152;-73.06512;1527;;;
Bosque;Mature_forest;VM17;;;Magdalena;6.93305;-73.06462;1575;;;
Bosque;Mature_forest;VM18;;;Magdalena;6.93261;-73.06409;1576;;;
Bosque;Mature_forest;VM19;;;Magdalena;6.93265;-73.06486;1562;;;
Bosque;Mature_forest;VM2;;;Magdalena;6.93113;-73.06385;1575;;;
Bosque;Mature_forest;VM20;;;Magdalena;6.93297;-73.06526;1560;;;
Bosque;Mature_forest;VM21;;;Magdalena;6.93348;-73.06508;1570;;;
Bosque;Mature_forest;VM22;;;Magdalena;6.93375;-73.06593;1560;;;
Bosque;Mature_forest;VM23;;;Magdalena;6.93357;-73.06667;1550;;;
Bosque;Mature_forest;VM24;;;Magdalena;6.93292;-73.0661;1541;;;
Bosque;Mature_forest;VM25;;;Magdalena;6.9325;-73.0662;1530;;;
Bosque;Mature_forest;VM26;;;Magdalena;6.93124;-73.066442;1558;;;
Bosque;Mature_forest;VM3;;;Magdalena;6.93253;-73.06421;1575;;;
Bosque;Mature_forest;VM9;;;Magdalena;6.93203;-73.06326;1583;;;
Vegetación secundaria;Secondary_Growth;ZAF1;;;Magdalena;6.25279;-75.0156;1060;;;
Bosque;Mature_forest;ZAF10;;;Magdalena;6.24609;-75.01903;1226;;;
Café;Shade_coffee;ZAF11;;;Magdalena;6.24548;-75.01925;1231;;;
Bosque;Mature_forest;ZAF12;;;Magdalena;6.24545;-75.01862;1216;;;
Bosque;Mature_forest;ZAF13;;;Magdalena;6.24568;-75.01777;1185;;;
Vegetación secundaria;Secondary_Growth;ZAF14;;;Magdalena;6.24679;-75.01714;1148;;;
Bosque;Mature_forest;ZAF15;;;Magdalena;6.24718;-75.01659;1122;;;
Bosque;Mature_forest;ZAF16;;;Magdalena;6.24821;-75.01607;1090;;;
Bosque;Forest_fragment/Riparian_strip;ZAF17;;;Magdalena;6.24865;-75.01458;1058;;;
Vegetación secundaria;Secondary_Growth;ZAF18;;;Magdalena;6.2506;-75.01427;1049;;;
Café;Shade_coffee;ZAF19;;;Magdalena;6.25182;-75.0139;1050;;;
Bosque;Mature_forest;ZAF2;;;Magdalena;6.25165;-75.01597;1089;;;
Vegetación secundaria;Secondary_Growth;ZAF20;;;Magdalena;6.25216;-75.01433;1035;;;
Bosque;Mature_forest;ZAF21;;;Magdalena;6.25235;-75.01708;1109;;;
Bosque;Forest_fragment/Riparian_strip;ZAF23;;;Magdalena;6.25086;-75.01054;1064;;;
Vegetación secundaria;Secondary_Growth;ZAF24;;;Magdalena;6.2514;-75.01147;1059;;;
